model_name,name_dataset,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,sample_size_label,base_nodes,u_frac,seed,total_nodes,nonlinear_pattern,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_0_18_nodes_full_data.csv,3,16,0,20000,0.9946,0.965,0.9606,0.9698,0.9652,0.2206,0.6414,0.0167,0.3946,0.6153,Large,20,0.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.35860000000000003,0.2206,0.0167,0.35860000000000003,0.8583590149274138,0.9686794137012698,0.7698177916162483,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_1_18_nodes_full_data.csv,3,16,0,20000,0.98,0.9196,0.9072,0.9349,0.9208,0.3041,1.8371,0.0055,0.6674,0.3633,Large,20,0.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.4556638179739807,0.3041,0.0055,0.4556638179739807,0.8124592637535991,0.9282616042886949,0.7082992282972091,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_2_18_nodes_full_data.csv,3,16,0,20000,0.8668,0.7878,0.804,0.7613,0.782,0.6183,0.2092,0.5435,0.1635,0.7819,Large,20,0.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.7908,0.6183,0.5435,0.7908,0.6072691988379929,0.7979855677823402,0.35590270618745323,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_3_18_nodes_full_data.csv,3,16,0,20000,0.8909,0.7704,0.7127,0.9062,0.7979,0.063,0.9056,0.0374,0.6043,0.6673,Large,20,0.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.09440000000000004,0.063,0.0374,0.09440000000000004,0.8418116928602644,0.8049782147895082,0.9313080315442347,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_4_18_nodes_full_data.csv,3,16,0,20000,0.8841,0.8011,0.7921,0.8164,0.8041,0.2057,0.6671,0.058,0.4124,0.6181,Large,20,0.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.3329,0.2057,0.058,0.3329,0.8019749970128889,0.8172084674859935,0.7798283280664313,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_5_18_nodes_full_data.csv,3,16,0,20000,0.989,0.9411,0.9405,0.9418,0.9411,0.6126,4.1472,0.1389,0.8073,0.1947,Large,20,0.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.7588734567901234,0.6126,0.1389,0.7588734567901234,0.7021465531912459,0.9473090588640041,0.49729874614401165,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_6_18_nodes_full_data.csv,3,16,0,20000,0.9825,0.9228,0.9438,0.8992,0.9209,0.5631,0.257,0.16,0.1948,0.7578,Large,20,0.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.743,0.5631,0.16,0.743,0.70635626323444,0.9285482366205378,0.5091293839835842,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_7_18_nodes_full_data.csv,3,16,0,20000,0.9148,0.8315,0.8639,0.7869,0.8236,0.3519,0.4425,0.2756,0.2793,0.6312,Large,20,0.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.5575,0.3519,0.2756,0.5575,0.7305196399586082,0.83942969512957,0.5991354698432327,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_8_18_nodes_full_data.csv,3,16,0,20000,0.8796,0.8013,0.812,0.7842,0.7979,0.4363,0.3781,0.2722,0.2653,0.7016,Large,20,0.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.6219,0.4363,0.2722,0.6219,0.6954451454653269,0.8126839790260936,0.5522197279853917,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_9_18_nodes_full_data.csv,3,16,0,20000,0.9861,0.9386,0.9657,0.9096,0.9368,0.1861,1.4925,0.0515,0.564,0.3779,Large,20,0.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.3299832495812395,0.1861,0.0515,0.3299832495812395,0.8631353675700598,0.9415511418064586,0.78764622944504,,,
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_0_18_nodes_full_data.csv,3,16,10,20000,0.978,0.9204,0.9746,0.8634,0.9156,0.6102,5.4308,0.4401,0.748,0.1377,Large,20,0.5,0,18,Linear_ReLU_50%,Synthetic (SF),0.8158650659203064,0.6102,0.4401,0.8158650659203064,0.6616378656035031,0.9194943679279828,0.3890229825295334,0.7839,8.4872,0.5023
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_1_18_nodes_full_data.csv,3,16,10,20000,0.968,0.9011,0.9225,0.8758,0.8985,0.5203,0.2917,0.2101,0.2142,0.7345,Large,20,0.5,1,18,Linear_ReLU_50%,Synthetic (SF),0.7082999999999999,0.5203,0.2101,0.7082999999999999,0.7092791361064212,0.9083073781940747,0.5174788977667358,0.7802,0.1995,0.3612
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_2_18_nodes_full_data.csv,3,16,10,20000,0.9896,0.9467,0.9468,0.9465,0.9467,0.1699,1.4094,0.01,0.5849,0.415,Large,20,0.5,2,18,Linear_ReLU_50%,Synthetic (SF),0.2904782176812828,0.1699,0.01,0.2904782176812828,0.8801867641819113,0.952237668266114,0.8140622673838617,0.8219,0.1248,0.1895
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_3_18_nodes_full_data.csv,3,16,10,20000,0.992,0.9489,0.9385,0.9607,0.9495,0.5071,0.3372,0.0106,0.258,0.7651,Large,20,0.5,3,18,Linear_ReLU_50%,Synthetic (SF),0.6628000000000001,0.5071,0.0106,0.6628000000000001,0.7432434970650005,0.9542451788507657,0.5806576626972256,0.7728,6.1957,0.0663
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_4_18_nodes_full_data.csv,3,16,10,20000,0.8595,0.7843,0.773,0.8051,0.7887,0.184,0.6997,0.1199,0.4287,0.6126,Large,20,0.5,4,18,Linear_ReLU_50%,Synthetic (SF),0.3003,0.184,0.1199,0.3003,0.7958846620134078,0.8003670719008957,0.78876931009087,0.1265,0.7782,0.0794
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_5_18_nodes_full_data.csv,3,16,10,20000,0.8883,0.8189,0.8887,0.7293,0.8011,0.5006,4.1338,0.4672,0.6604,0.1597,Large,20,0.5,5,18,Linear_ReLU_50%,Synthetic (SF),0.7580918283419614,0.5006,0.4672,0.7580918283419614,0.6452013994547793,0.8175415312969577,0.4295652531363866,0.7467,0.1975,0.5343
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_6_18_nodes_full_data.csv,3,16,10,20000,0.9959,0.9597,0.9851,0.9335,0.9586,0.5409,0.2734,0.1354,0.2035,0.7444,Large,20,0.5,6,18,Linear_ReLU_50%,Synthetic (SF),0.7266,0.5409,0.1354,0.7266,0.7219049652235578,0.9602726201169081,0.5260062818741339,0.6886,0.0039,0.3093
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_7_18_nodes_full_data.csv,3,16,10,20000,0.9963,0.9668,0.9592,0.9752,0.9671,0.5392,3.2657,0.0508,0.7772,0.238,Large,20,0.5,7,18,Linear_ReLU_50%,Synthetic (SF),0.6937869369507303,0.5392,0.0508,0.6937869369507303,0.7341349001472491,0.9701607863606292,0.5552165619425036,0.9007,11.33,0.2125
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_8_18_nodes_full_data.csv,3,16,10,20000,0.994,0.9561,0.9454,0.9681,0.9566,0.47,0.3708,0.0535,0.277,0.747,Large,20,0.5,8,18,Linear_ReLU_50%,Synthetic (SF),0.6292,0.47,0.0535,0.6292,0.7550538027983338,0.9605377950386053,0.5928913922498541,0.7465,5.386,0.0859
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_9_18_nodes_full_data.csv,3,16,10,20000,0.9927,0.9576,0.969,0.9454,0.9571,0.5932,0.2435,0.1088,0.1909,0.7841,Large,20,0.5,9,18,Linear_ReLU_50%,Synthetic (SF),0.7565,0.5932,0.1088,0.7565,0.7102537529915122,0.9610655364209547,0.5106184245652348,0.8747,0.0734,0.2568
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_0_18_nodes_full_data.csv,3,16,20,20000,0.8703,0.7878,0.7627,0.8356,0.7975,0.0272,0.9515,0.0208,0.5342,0.5614,Large,20,1.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.04849999999999999,0.0272,0.0208,0.04849999999999999,0.8501293975945424,0.8079165464731551,0.9657976941618305,0.5864,0.2477,0.3125
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_1_18_nodes_full_data.csv,3,16,20,20000,0.9342,0.8592,0.8534,0.8674,0.8603,0.3361,1.9886,0.1527,0.6761,0.34,Large,20,1.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.49713366187267427,0.3361,0.1527,0.49713366187267427,0.7703132999349224,0.8718770240325247,0.6573833223972936,0.7231,3.892,0.3639
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_2_18_nodes_full_data.csv,3,16,20,20000,0.9306,0.8557,0.9161,0.7831,0.8444,0.4711,0.2893,0.3699,0.1917,0.6628,Large,20,1.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.7107,0.4711,0.3699,0.7107,0.6837564313126133,0.8575026119520794,0.4840694087847077,0.7767,5.5102,0.4902
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_3_18_nodes_full_data.csv,3,16,20,20000,0.972,0.9189,0.9326,0.9032,0.9176,0.2051,0.6505,0.0741,0.3817,0.5869,Large,20,1.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.34950000000000003,0.2051,0.0741,0.34950000000000003,0.8487625335797809,0.9253855175461124,0.7704751189775697,0.7912,5.4093,0.3334
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_4_18_nodes_full_data.csv,3,16,20,20000,0.9925,0.9438,0.9812,0.9049,0.9415,0.623,5.1564,0.2222,0.7729,0.1499,Large,20,1.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.8060662477697618,0.623,0.2222,0.8060662477697618,0.6872719093805828,0.9439270498707506,0.45932943413794514,0.8604,0.1249,0.3672
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_5_18_nodes_full_data.csv,3,16,20,20000,0.9955,0.9627,0.9766,0.9481,0.9621,0.3394,2.0737,0.0524,0.6555,0.3161,Large,20,1.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.5177701692626706,0.3394,0.0524,0.5177701692626706,0.7998616426671246,0.9652427313055384,0.6682924477996534,0.7437,0.1966,0.1151
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_6_18_nodes_full_data.csv,3,16,20,20000,0.9726,0.9029,0.8744,0.9411,0.9065,0.3664,2.0318,0.0664,0.7215,0.3551,Large,20,1.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.507825573383207,0.3664,0.0664,0.507825573383207,0.7843169421793516,0.9132817698521228,0.6615676029250138,0.7764,6.4786,0.2062
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_7_18_nodes_full_data.csv,3,16,20,20000,0.9741,0.9126,0.9245,0.8986,0.9114,0.2501,0.5908,0.0955,0.3612,0.6114,Large,20,1.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.4092,0.2501,0.0955,0.4092,0.824706032732252,0.9202051994442536,0.7289547795105544,0.7888,0.0718,0.361
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_8_18_nodes_full_data.csv,3,16,20,20000,0.989,0.9338,0.9694,0.8959,0.9312,0.0465,0.9043,0.0165,0.4389,0.4854,Large,20,1.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.09570000000000001,0.0465,0.0165,0.09570000000000001,0.9367604043599977,0.9357705125918733,0.9384411600148446,0.7795,16.5517,0.3141
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_9_18_nodes_full_data.csv,3,16,20,20000,0.9326,0.8453,0.8788,0.8011,0.8381,0.0175,1.039,0.0624,0.4645,0.4471,Large,20,1.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.0375360923965351,0.0175,0.0624,0.0375360923965351,0.8825798768084353,0.853554778487338,0.9569443132316466,0.6945,3.3523,0.351
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_0_18_nodes_full_data.csv,3,16,40,20000,0.8878,0.8019,0.8744,0.7051,0.7807,0.5192,4.6125,0.4763,0.6629,0.1437,Large,20,2.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.7831978319783197,0.5192,0.4763,0.7831978319783197,0.6315116684263969,0.8014580153545282,0.41367001578399115,0.8136,6.4371,0.6598
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_1_18_nodes_full_data.csv,3,16,40,20000,0.5183,0.5046,0.5031,0.7417,0.5996,0.0521,0.9317,0.0567,0.711,0.7631,Large,20,2.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.06830000000000003,0.0521,0.0567,0.06830000000000003,0.679959231739426,0.5710383131353441,0.9405992091478529,0.1087,1.161,0.1129
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_2_18_nodes_full_data.csv,3,16,40,20000,0.9873,0.9355,0.9561,0.9129,0.934,0.079,0.8473,0.0095,0.438,0.517,Large,20,2.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.15269999999999995,0.079,0.0095,0.15269999999999995,0.9237286115120799,0.9400307469295595,0.9026197617720239,0.8491,12.317,0.4064
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_3_18_nodes_full_data.csv,3,16,40,20000,0.9448,0.8731,0.8917,0.8493,0.87,0.1823,1.4733,0.0972,0.5674,0.3851,Large,20,2.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.3212516120274215,0.1823,0.0972,0.3212516120274215,0.8389624984115281,0.881868455183133,0.784982902321704,0.7416,0.2448,0.3655
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_4_18_nodes_full_data.csv,3,16,40,20000,0.9518,0.8678,0.9076,0.8189,0.861,0.6118,5.2174,0.3024,0.7568,0.1451,Large,20,2.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.8083336527772453,0.6118,0.3024,0.8083336527772453,0.6611946473696578,0.8743328933646491,0.4369655445964422,0.7676,5.1168,0.4354
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_5_18_nodes_full_data.csv,3,16,40,20000,0.9953,0.9635,0.9672,0.9595,0.9633,0.389,2.2889,0.0496,0.6909,0.3018,Large,20,2.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.5631089169470052,0.389,0.0496,0.5631089169470052,0.7825777112874956,0.9671746868812826,0.6383819958063517,0.8868,0.1077,0.2791
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_6_18_nodes_full_data.csv,3,16,40,20000,0.9599,0.9108,0.9414,0.8761,0.9076,0.5781,0.2335,0.2956,0.1762,0.7543,Large,20,2.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.7665,0.5781,0.2956,0.7665,0.6852355516015507,0.9145782577067879,0.45939567292227257,0.8235,0.1558,0.4384
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_7_18_nodes_full_data.csv,3,16,40,20000,0.9545,0.9036,0.9171,0.8874,0.902,0.6011,4.2797,0.3207,0.7843,0.1833,Large,20,2.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.7663387620627614,0.6011,0.3207,0.7663387620627614,0.6780824090000421,0.9102690151332408,0.44485523301136704,0.75,0.2306,0.3051
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_8_18_nodes_full_data.csv,3,16,40,20000,0.9974,0.9716,0.9764,0.9666,0.9715,0.1637,1.3963,0.0118,0.5767,0.413,Large,20,2.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.28382152832485863,0.1637,0.0118,0.28382152832485863,0.8879618411181958,0.9743795557925675,0.8185952657020955,0.9108,0.0326,0.4016
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_9_18_nodes_full_data.csv,3,16,40,20000,0.8536,0.805,0.8767,0.7098,0.7845,0.5776,5.9855,0.5805,0.6934,0.1159,Large,20,2.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.8329295798178933,0.5776,0.5805,0.8329295798178933,0.603839747945898,0.7994973359539888,0.3461278664101994,0.6086,98.3465,0.8273
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_0_8_nodes_full_data.csv,3,6,0,10000,0.8142,0.738,0.7453,0.7231,0.734,0.0895,0.8311,0.0175,0.4404,0.5299,Large,10,0.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.16890000000000005,0.0895,0.0175,0.16890000000000005,0.7951722088543312,0.7495183923102491,0.8914540499925883,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_1_8_nodes_full_data.csv,3,6,0,10000,0.599,0.5811,0.5971,0.4987,0.5435,0.0598,0.8664,0.0562,0.3876,0.4473,Large,10,0.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.13360000000000005,0.0598,0.0562,0.13360000000000005,0.6719152005672971,0.5635031646405841,0.9101965826235059,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_2_8_nodes_full_data.csv,3,6,0,10000,0.7541,0.6759,0.649,0.7662,0.7027,0.0311,0.9486,0.1049,0.5747,0.6059,Large,10,0.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.0514,0.0311,0.1049,0.0514,0.7728516696051839,0.707561774496205,0.930750142827618,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_3_8_nodes_full_data.csv,3,6,0,10000,0.753,0.66,0.6214,0.8191,0.7067,0.0315,0.9533,0.0195,0.6434,0.6749,Large,10,0.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.046699999999999964,0.0315,0.0195,0.046699999999999964,0.7769704002265403,0.7071952327299762,0.965649692349719,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_4_8_nodes_full_data.csv,3,6,0,10000,0.3489,0.4168,0.235,0.0738,0.1123,0.101,0.5133,0.0935,0.1065,0.2076,Large,10,0.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.4867,0.101,0.0935,0.4867,0.45479493583307584,0.2597378023657741,0.7312222709106,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_5_8_nodes_full_data.csv,3,6,0,10000,0.4293,0.4276,0.4413,0.5442,0.4874,0.1949,0.7271,0.2932,0.5193,0.7142,Large,10,0.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.27290000000000003,0.1949,0.2932,0.27290000000000003,0.5656545865583031,0.4662315240861067,0.7440260048519701,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_6_8_nodes_full_data.csv,3,6,0,10000,0.2138,0.4968,0.2456,0.0031,0.0061,0.0091,0.1637,0.0034,0.0018,0.0109,Large,10,0.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.8363,0.0091,0.0034,0.8363,0.4304795825391358,0.2430685539631207,0.628490575395144,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_7_8_nodes_full_data.csv,3,6,0,10000,0.4456,0.4532,0.4625,0.5767,0.5133,0.0241,1.0394,0.0185,0.6355,0.6114,Large,10,0.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.03790648451029455,0.0241,0.0185,0.03790648451029455,0.6372835345519468,0.49035372977223696,0.9719875540117132,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_8_8_nodes_full_data.csv,3,6,0,10000,0.7844,0.7043,0.7764,0.574,0.66,0.488,0.2039,0.5217,0.125,0.613,Large,10,0.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.7961,0.488,0.5217,0.7961,0.5765117159914517,0.6942185761378564,0.4055481019677927,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_9_8_nodes_full_data.csv,3,6,0,10000,0.8787,0.7856,0.7848,0.7869,0.7858,0.2031,0.6631,0.1178,0.3998,0.6029,Large,10,0.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.3369,0.2031,0.1178,0.3369,0.7884213816399833,0.8017235557907176,0.7682472327640041,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_0_8_nodes_full_data.csv,3,6,5,10000,0.7685,0.6958,0.6525,0.8378,0.7336,0.4424,2.0514,0.2072,0.8631,0.4208,Large,10,0.5,0,8,Linear_ReLU_50%,Synthetic (SF),0.5125280296382958,0.4424,0.2072,0.5125280296382958,0.680260636001289,0.7328552230807124,0.6050993766982992,0.3149,1.6582,0.018
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_1_8_nodes_full_data.csv,3,6,5,10000,0.6348,0.5991,0.5792,0.7244,0.6438,0.2316,1.4537,0.0994,0.7419,0.5104,Large,10,0.5,1,8,Linear_ReLU_50%,Synthetic (SF),0.3121001582169636,0.2316,0.0994,0.3121001582169636,0.6839847927554561,0.6348091498256913,0.7734049225808569,0.2308,0.6852,0.2199
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_2_8_nodes_full_data.csv,3,6,5,10000,0.7415,0.6472,0.648,0.6444,0.6462,0.0309,0.9397,0.3608,0.4818,0.5126,Large,10,0.5,2,8,Linear_ReLU_50%,Synthetic (SF),0.06030000000000002,0.0309,0.3608,0.06030000000000002,0.7158366284145873,0.6643923581572099,0.8027030376551818,0.0639,1.1422,0.6444
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_3_8_nodes_full_data.csv,3,6,5,10000,0.7265,0.682,0.83,0.4578,0.5901,0.1895,0.4893,0.4485,0.1815,0.371,Large,10,0.5,3,8,Linear_ReLU_50%,Synthetic (SF),0.5106999999999999,0.1895,0.4485,0.5106999999999999,0.6321654505035942,0.6469748191410698,0.6082734716080457,0.2591,0.3412,0.4847
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_4_8_nodes_full_data.csv,3,6,5,10000,0.6392,0.6166,0.5946,0.7329,0.6565,0.1355,0.802,0.1585,0.5487,0.6842,Large,10,0.5,4,8,Linear_ReLU_50%,Synthetic (SF),0.19799999999999995,0.1355,0.1585,0.19799999999999995,0.7083504610087001,0.6465231095757185,0.83438171014996,0.1252,0.8156,0.1066
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_5_8_nodes_full_data.csv,3,6,5,10000,0.9279,0.8386,0.9875,0.6858,0.8094,0.4065,0.2622,0.0195,0.1445,0.551,Large,10,0.5,5,8,Linear_ReLU_50%,Synthetic (SF),0.7378,0.4065,0.0195,0.7378,0.7058620431883411,0.8243223123652337,0.5825293994543154,0.5237,0.0049,0.4563
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_6_8_nodes_full_data.csv,3,6,5,10000,0.6321,0.5542,0.5365,0.7971,0.6413,0.0172,1.0234,0.0555,0.7514,0.7343,Large,10,0.5,6,8,Linear_ReLU_50%,Synthetic (SF),0.022864959937463403,0.0172,0.0555,0.022864959937463403,0.7215787999758717,0.6275862273943071,0.9641054627124481,0.279,1.4619,0.2706
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_7_8_nodes_full_data.csv,3,6,5,10000,0.8008,0.7111,0.7124,0.708,0.7102,0.1115,1.2527,0.2,0.5529,0.4413,Large,10,0.5,7,8,Linear_ReLU_50%,Synthetic (SF),0.20172427556478,0.1115,0.2,0.20172427556478,0.7606086890876709,0.7270004003863441,0.8248960399446619,0.1878,1.4625,0.1523
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_8_8_nodes_full_data.csv,3,6,5,10000,0.9042,0.8093,0.7666,0.8896,0.8235,0.3344,1.8093,0.0652,0.7477,0.4132,Large,10,0.5,8,8,Linear_ReLU_50%,Synthetic (SF),0.44730006079699325,0.3344,0.0652,0.44730006079699325,0.7700331888858001,0.8322715923105394,0.6937489256013328,0.5037,2.4893,0.1485
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_9_8_nodes_full_data.csv,3,6,5,10000,0.909,0.821,0.8675,0.7578,0.8089,0.1247,1.3331,0.1936,0.4992,0.3745,Large,10,0.5,9,8,Linear_ReLU_50%,Synthetic (SF),0.24986872702722973,0.1247,0.1936,0.24986872702722973,0.8184952951831627,0.8266679266726968,0.805451298303669,0.0747,0.8468,0.1993
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_0_8_nodes_full_data.csv,3,6,10,10000,0.4478,0.4879,0.4938,0.9676,0.6539,0.0174,1.0179,0.021,0.9884,0.971,Large,10,1.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.01758522448177624,0.0174,0.021,0.01758522448177624,0.695579892599784,0.5954851747448661,0.9812664033872102,0.0284,1.0295,0.0294
